penyataan id,penyataan,sumber id,sumber,label
56,malaysia juara piala aff suzuki 2010,235,Keyakinan Membolehkan Malaysia Juarai Piala AFF Suzuki 2010,setuju
56,malaysia juara piala aff suzuki 2010,236,Harimau Malaya menang bergaya dalam Piala AFF Suzuki 2010,setuju
57,pakatan harapan tewas pru 14,237,Pakatan Harapan menang PRU-14,tidak setuju
57,pakatan harapan tewas pru 14,238,"DAP tetap 'taiko', bahaya jika Pakatan Harapan menang PRU-14",berkaitan
57,pakatan harapan tewas pru 14,239,Pakatan Harapan mohon perkenan Sultan Perak bentuk kerajaan,tidak setuju
57,pakatan harapan tewas pru 14,240,Mahu cuba kerajaan baharu faktor PH menang,tidak setuju
57,pakatan harapan tewas pru 14,241,PH menang PRU14,tidak setuju
57,pakatan harapan tewas pru 14,242,Azmin bongkar punca Pakatan Harapan menang,tidak setuju
57,pakatan harapan tewas pru 14,243,Pilihan Raya Umum Ke-14 cipta sejarah dunia apabila Pakatan Harapan menang besar,tidak setuju
58,pakatan harapan menang pru 14,244,Pakatan Harapan menang PRU-14,setuju
58,pakatan harapan menang pru 14,245,"DAP tetap 'taiko', bahaya jika Pakatan Harapan menang PRU-14",berkaitan
58,pakatan harapan menang pru 14,246,Pakatan Harapan mohon perkenan Sultan Perak bentuk kerajaan,setuju
58,pakatan harapan menang pru 14,247,Mahu cuba kerajaan baharu faktor PH menang,setuju
58,pakatan harapan menang pru 14,248,PH menang PRU14,setuju
58,pakatan harapan menang pru 14,249,Azmin bongkar punca Pakatan Harapan menang,setuju
58,pakatan harapan menang pru 14,250,Pilihan Raya Umum Ke-14 cipta sejarah dunia apabila Pakatan Harapan menang besar,setuju
59,bn menang pru 14,251,BN Tewas dan kalah dalam Pilihan Raya Umum PRU 14,tidak setuju
59,bn menang pru 14,252,Punca Barisan Nasional Tewas,tidak setuju
59,bn menang pru 14,253,BN gagal kesan gelombang tsunami rakyat,tidak setuju
59,bn menang pru 14,254,BN tewas bukan angkara fitnah,tidak setuju
59,bn menang pru 14,255,Undi popular BN merosot kepada 32 peratus,berkaitan
59,bn menang pru 14,256,Tun M Khuatir BN-Umno Tewas PRU-14,berkaitan
60,bn tewas pru 14,257,BN Tewas dan kalah dalam Pilihan Raya Umum PRU 14,setuju
60,bn tewas pru 14,258,Punca Barisan Nasional Tewas,setuju
60,bn tewas pru 14,259,BN gagal kesan gelombang tsunami rakyat,setuju
60,bn tewas pru 14,260,BN tewas bukan angkara fitnah,setuju
60,bn tewas pru 14,261,Undi popular BN merosot kepada 32 peratus,berkaitan
60,bn tewas pru 14,262,Tun M Khuatir BN-Umno Tewas PRU-14,berkaitan
61,Tiada PRK di Cameron Highlands Januari depan,263,PRK Parlimen Cameron Highlands pada 26 Januari,tidak setuju
61,Tiada PRK di Cameron Highlands Januari depan,264,PRK Cameron Highlands: Penamaan calon 12 Januari,tidak setuju
61,Tiada PRK di Cameron Highlands Januari depan,265,PAS tak bertanding PRK Cameron Highlands,berkaitan
61,Tiada PRK di Cameron Highlands Januari depan,266,Awalkan tarikh perkahwinan kerana PRK Cameron Highlands,tidak berkaitan
61,Tiada PRK di Cameron Highlands Januari depan,267,SURUHANJAYA Pilihan Raya (SPR) menetapkan 26 Januari depan PRK Cameron Highlands,tidak setuju
61,Tiada PRK di Cameron Highlands Januari depan,268,Polis buat persiapan rapi menjelang PRK Cameron Highlands,berkaitan
62,PRK di Cameron Highlands Januari depan,269,PRK Parlimen Cameron Highlands pada 26 Januari,setuju
62,PRK di Cameron Highlands Januari depan,270,PRK Cameron Highlands: Penamaan calon 12 Januari,setuju
62,PRK di Cameron Highlands Januari depan,271,PAS tak bertanding PRK Cameron Highlands,berkaitan
62,PRK di Cameron Highlands Januari depan,272,Awalkan tarikh perkahwinan kerana PRK Cameron Highlands,tidak berkaitan
62,PRK di Cameron Highlands Januari depan,273,SURUHANJAYA Pilihan Raya (SPR) menetapkan 26 Januari depan PRK Cameron Highlands,setuju
62,PRK di Cameron Highlands Januari depan,274,Polis buat persiapan rapi menjelang PRK Cameron Highlands,berkaitan
63,Pak Rawi tidak keluar UMNO,275,"Bekas Adun akar umbi Umno, Datuk Mohd Rawi Abd Hamid keluar parti di Langkawi",tidak setuju
63,Pak Rawi tidak keluar UMNO,276,"Datuk Mohd Rawi Abd Hamid, bekas Exco Kedah mengumumkan keluar parti UMNO bersama tujuh ahli cawangan lain.",tidak setuju
63,Pak Rawi tidak keluar UMNO,277,Pak Rawi keluar UMNO,tidak setuju
63,Pak Rawi tidak keluar UMNO,278,Ismail Sabri galas tugas Timbalan Presiden UMNO,tidak berkaitan
63,Pak Rawi tidak keluar UMNO,279,"Ramai keluar parti, UMNO hilang punca - Veteran parti",berkaitan
63,Pak Rawi tidak keluar UMNO,280,Jangan keluar UMNO demi kepentingan peribadi - Zahid,berkaitan
64,Pak Rawi keluar UMNO,281,"Bekas Adun akar umbi Umno, Datuk Mohd Rawi Abd Hamid keluar parti di Langkawi",setuju
64,Pak Rawi keluar UMNO,282,"Datuk Mohd Rawi Abd Hamid, bekas Exco Kedah mengumumkan keluar parti UMNO bersama tujuh ahli cawangan lain.",setuju
64,Pak Rawi keluar UMNO,283,Pak Rawi keluar UMNO,setuju
64,Pak Rawi keluar UMNO,284,Ismail Sabri galas tugas Timbalan Presiden UMNO,tidak berkaitan
64,Pak Rawi keluar UMNO,285,"Ramai keluar parti, UMNO hilang punca - Veteran parti",berkaitan
64,Pak Rawi keluar UMNO,286,Jangan keluar UMNO demi kepentingan peribadi - Zahid,berkaitan
65,Hanis Zalikha sekeluarga tidak pergi umrah,287,Fattah Amin tunai umrah dengan Fazura,tidak berkaitan
65,Hanis Zalikha sekeluarga tidak pergi umrah,288,Shuib bawa Siti Sarah tunai umrah kali kedua minggu depan,tidak berkaitan
65,Hanis Zalikha sekeluarga tidak pergi umrah,289,"Patut lama tak update instagram, pergi umrah rupanya. - Peminat puji sikap Hanis Zalikha Sekeluarga tidak menunjuk",tidak setuju
65,Hanis Zalikha sekeluarga tidak pergi umrah,290,Hanis Zalikha Sekeluarga mengerjakan umrah,tidak setuju
65,Hanis Zalikha sekeluarga tidak pergi umrah,291,Hanis Zalikha Sekeluarga pergi menunaikan umrah,tidak setuju
65,Hanis Zalikha sekeluarga tidak pergi umrah,292,"Tunai umrah, Hanis Zalikha Sekeluarga berangkat ke Mekah",tidak setuju
66,Hanis Zalikha sekeluarga pergi umrah,293,Fattah Amin tunai umrah dengan Fazura,tidak berkaitan
66,Hanis Zalikha sekeluarga pergi umrah,294,Shuib bawa Siti Sarah tunai umrah kali kedua minggu depan,tidak berkaitan
66,Hanis Zalikha sekeluarga pergi umrah,295,"Patut lama tak update instagram, pergi umrah rupanya. - Peminat puji sikap Hanis Zalikha Sekeluarga tidak menunjuk",setuju
66,Hanis Zalikha sekeluarga pergi umrah,296,Hanis Zalikha Sekeluarga mengerjakan umrah,setuju
66,Hanis Zalikha sekeluarga pergi umrah,297,Hanis Zalikha Sekeluarga pergi menunaikan umrah,setuju
66,Hanis Zalikha sekeluarga pergi umrah,298,"Tunai umrah, Hanis Zalikha Sekeluarga berangkat ke Mekah",setuju
67,Hanis Zalikha sekeluarga tidak dapat pulang dari mengerjakan umrah,299,Alhamdulilah Kami Dah Selamat Pulang - Hanis Zalikha Sekeluarga Dipuji Tidak Memuat Naik Foto Ketika Umrah,tidak setuju
68,Hanis Zalikha sekeluarga selamat pulang dari mengerjakan umrah,300,Alhamdulilah Kami Dah Selamat Pulang - Hanis Zalikha Sekeluarga Dipuji Tidak Memuat Naik Foto Ketika Umrah,setuju
69,Maszlee minta guru jadikan sekolah medan dakwah,301,Menteri Pendidikan Dr Maszlee Malik menolak dakwaan meminta guru-guru menjadikan sekolah sebagai medan untuk dakwah agama,tidak setuju
69,Maszlee minta guru jadikan sekolah medan dakwah,302,Maszlee tidak pernah cadang tukar Sekolah Bantuan Kerajaan SBK kepada sekolah kebangsaan,tidak berkaitan
70,Maszlee nafi minta guru jadikan sekolah medan dakwah,303,Menteri Pendidikan Dr Maszlee Malik menolak dakwaan meminta guru-guru menjadikan sekolah sebagai medan untuk dakwah agama,setuju
70,Maszlee nafi minta guru jadikan sekolah medan dakwah,304,Maszlee tidak pernah cadang tukar Sekolah Bantuan Kerajaan SBK kepada sekolah kebangsaan,tidak berkaitan
71,Kementerian Pertahanan ambil 75 Wataniah belia India yang tidak layak,305,Kementerian Pertahanan nafi ambil 75 Wataniah belia India yang tidak layak,tidak setuju
71,Kementerian Pertahanan ambil 75 Wataniah belia India yang tidak layak,306,Kementerian Pertahanan tidak serap 75 pelatih India walaupun tidak mempunyai kelayakan,tidak setuju
71,Kementerian Pertahanan ambil 75 Wataniah belia India yang tidak layak,307,Kementerian Pertahanan menafikan pihaknya memberi jaminan untuk mengambil kesemua 75 belia berbangsa India,tidak setuju
71,Kementerian Pertahanan ambil 75 Wataniah belia India yang tidak layak,308,Kementerian Pertahanan menafikan mengenai catatan di laman Facebook dan laporan sebuah surat khabar Tamil yang mengatakan pihaknya telah bersetuju mengambil kesemua 75 orang belia berbangsa India,tidak setuju
72,Kementerian Pertahanan nafi ambil 75 Wataniah belia India yang tidak layak,309,Kementerian Pertahanan nafi ambil 75 Wataniah belia India yang tidak layak,setuju
72,Kementerian Pertahanan nafi ambil 75 Wataniah belia India yang tidak layak,310,Kementerian Pertahanan tidak serap 75 pelatih India walaupun tidak mempunyai kelayakan,setuju
72,Kementerian Pertahanan nafi ambil 75 Wataniah belia India yang tidak layak,311,Kementerian Pertahanan menafikan pihaknya memberi jaminan untuk mengambil kesemua 75 belia berbangsa India,setuju
72,Kementerian Pertahanan nafi ambil 75 Wataniah belia India yang tidak layak,312,Kementerian Pertahanan menafikan mengenai catatan di laman Facebook dan laporan sebuah surat khabar Tamil yang mengatakan pihaknya telah bersetuju mengambil kesemua 75 orang belia berbangsa India,setuju
73,Pihak Pengurusan kanan Tabung Haji TH tidak direman 4 hari,313,"Mahkamah Majistret semalam membebaskan seorang pengurusan kanan Lembaga Tabung Haji (TH) bergelar Datuk selepas empat hari direman bagi membantu siasatan berhubung dakwaan kes rasuah berbentuk pengubahsuaian rumah bernilai RM400,000.",tidak setuju
73,Pihak Pengurusan kanan Tabung Haji TH tidak direman 4 hari,314,"Seorang pengurusan kanan Tabung Haji TH direman 4 hari bantu siasatan kes rasuah RM400,000",tidak setuju
74,Pihak Pengurusan kanan Tabung Haji TH dibebas selepas direman 4 hari,315,"Mahkamah Majistret semalam membebaskan seorang pengurusan kanan Lembaga Tabung Haji (TH) bergelar Datuk selepas empat hari direman bagi membantu siasatan berhubung dakwaan kes rasuah berbentuk pengubahsuaian rumah bernilai RM400,000.",setuju
74,Pihak Pengurusan kanan Tabung Haji TH dibebas selepas direman 4 hari,316,"Seorang pengurusan kanan Tabung Haji TH direman 4 hari bantu siasatan kes rasuah RM400,000",setuju
75,Lompat parti bukan sebab Nurul Izzah lepas jawatan,317,Pemimpin Umno keluar parti antara punca Nurul Izzah letak jawatan,tidak setuju
75,Lompat parti bukan sebab Nurul Izzah lepas jawatan,318,"Nurul Izzah letak jawatan Naib Presiden, Pengerusi PKR Pulau Pinang",berkaitan
75,Lompat parti bukan sebab Nurul Izzah lepas jawatan,319,Tindakan Ahli-ahli Parlimen pembangkang yang melompat menyelamatkan nyawa politik untuk rancangan yang jelek didedahkan antara punca Nurul Izzah Anwar meletakkan jawatan sebagai Naib Presiden Parti Keadilan Rakyat (PKR),tidak setuju
75,Lompat parti bukan sebab Nurul Izzah lepas jawatan,320,Peletakan jawatan Nurul Izzah Anwar sebagai Naib Presiden PKR dan Pengerusi PKR Pulau Pinang dipercayai disebabkan kekecewaan beliau dengan percaturan politik yang berlaku dalam parti dan PH.,tidak setuju
76,Lompat parti antara sebab Nurul Izzah lepas jawatan,321,Pemimpin Umno keluar parti antara punca Nurul Izzah letak jawatan,setuju
76,Lompat parti antara sebab Nurul Izzah lepas jawatan,322,"Nurul Izzah letak jawatan Naib Presiden, Pengerusi PKR Pulau Pinang",berkaitan
76,Lompat parti antara sebab Nurul Izzah lepas jawatan,323,Tindakan Ahli-ahli Parlimen pembangkang yang melompat menyelamatkan nyawa politik untuk rancangan yang jelek didedahkan antara punca Nurul Izzah Anwar meletakkan jawatan sebagai Naib Presiden Parti Keadilan Rakyat (PKR),setuju
76,Lompat parti antara sebab Nurul Izzah lepas jawatan,324,Peletakan jawatan Nurul Izzah Anwar sebagai Naib Presiden PKR dan Pengerusi PKR Pulau Pinang dipercayai disebabkan kekecewaan beliau dengan percaturan politik yang berlaku dalam parti dan PH.,setuju
77,"Pengarah Eksekutif Utusan Melayu (M) Bhd, Datuk Dr Ibrahim Yahya, tidak meletak jawatan daripada syarikat akhbar itu",325,"Pengarah Eksekutif Utusan Melayu (M) Bhd, Datuk Dr Ibrahim Yahya, meletak jawatan daripada syarikat akhbar itu berkuatkuasa serta merta.",tidak setuju
77,"Pengarah Eksekutif Utusan Melayu (M) Bhd, Datuk Dr Ibrahim Yahya, tidak meletak jawatan daripada syarikat akhbar itu",326,Utusan Melayu (M) Berhad mengumumkan peletakan jawatan Pengarah Eksekutifnya Datuk Dr Ibrahim Yahaya berkuat kuasa hari ini.,tidak setuju
77,"Pengarah Eksekutif Utusan Melayu (M) Bhd, Datuk Dr Ibrahim Yahya, tidak meletak jawatan daripada syarikat akhbar itu",327,Abd Aziz letak jawatan Pengerusi Eksekutif Utusan Melayu,tidak berkaitan
77,"Pengarah Eksekutif Utusan Melayu (M) Bhd, Datuk Dr Ibrahim Yahya, tidak meletak jawatan daripada syarikat akhbar itu",328,Irmohizam terkejut dilantik Pengarah Utusan Melayu,berkaitan
77,"Pengarah Eksekutif Utusan Melayu (M) Bhd, Datuk Dr Ibrahim Yahya, tidak meletak jawatan daripada syarikat akhbar itu",329,Utusan lantik empat ahli lembaga pengarah baharu,tidak berkaitan
78,"Pengarah Eksekutif Utusan Melayu (M) Bhd, Datuk Dr Ibrahim Yahya, meletak jawatan daripada syarikat akhbar itu",330,"Pengarah Eksekutif Utusan Melayu (M) Bhd, Datuk Dr Ibrahim Yahya, meletak jawatan daripada syarikat akhbar itu berkuatkuasa serta merta.",setuju
78,"Pengarah Eksekutif Utusan Melayu (M) Bhd, Datuk Dr Ibrahim Yahya, meletak jawatan daripada syarikat akhbar itu",331,Utusan Melayu (M) Berhad mengumumkan peletakan jawatan Pengarah Eksekutifnya Datuk Dr Ibrahim Yahaya berkuat kuasa hari ini.,setuju
78,"Pengarah Eksekutif Utusan Melayu (M) Bhd, Datuk Dr Ibrahim Yahya, meletak jawatan daripada syarikat akhbar itu",332,Abd Aziz letak jawatan Pengerusi Eksekutif Utusan Melayu,tidak berkaitan
78,"Pengarah Eksekutif Utusan Melayu (M) Bhd, Datuk Dr Ibrahim Yahya, meletak jawatan daripada syarikat akhbar itu",333,Irmohizam terkejut dilantik Pengarah Utusan Melayu,berkaitan
78,"Pengarah Eksekutif Utusan Melayu (M) Bhd, Datuk Dr Ibrahim Yahya, meletak jawatan daripada syarikat akhbar itu",334,Utusan lantik empat ahli lembaga pengarah baharu,tidak berkaitan
79,Irmohizam tidak dilantik Pengarah Utusan Melayu,335,Abdul Aziz letak jawatan Pengerusi Eksekutif Utusan Melayu UMMB,tidak berkaitan
79,Irmohizam tidak dilantik Pengarah Utusan Melayu,336,Irmohizam Terkejut dilantik pengarah bebas Utusan Melayu UMMB,tidak setuju
79,Irmohizam tidak dilantik Pengarah Utusan Melayu,337,Irmohizam kini memegang jawatan sebagai Pengarah Utusan Melayu,tidak setuju
80,Irmohizam dilantik Pengarah Utusan Melayu,338,Abdul Aziz letak jawatan Pengerusi Eksekutif Utusan Melayu UMMB,tidak berkaitan
80,Irmohizam dilantik Pengarah Utusan Melayu,339,Irmohizam Terkejut dilantik pengarah bebas Utusan Melayu UMMB,setuju
80,Irmohizam dilantik Pengarah Utusan Melayu,340,Irmohizam kini memegang jawatan sebagai Pengarah Utusan Melayu,setuju
81,Datuk Abd Aziz Sheikh Fadzir tidak letak jawatan Pengerusi Eksekutif Utusan Melayu,341,Abdul Aziz letak jawatan Pengerusi Eksekutif Utusan Melayu UMMB,tidak setuju
81,Datuk Abd Aziz Sheikh Fadzir tidak letak jawatan Pengerusi Eksekutif Utusan Melayu,342,"Turut diumumkan ialah peletakan jawatan Pengerusi Eksekutif, Datuk Abd Aziz Sheikh Fadzir.",tidak setuju
81,Datuk Abd Aziz Sheikh Fadzir tidak letak jawatan Pengerusi Eksekutif Utusan Melayu,343,Abd Aziz yang juga bekas Ahli Parlimen Kulim-Bandar Bahru meletak jawatan kerana komitmen perniagaan peribadi.,tidak setuju
81,Datuk Abd Aziz Sheikh Fadzir tidak letak jawatan Pengerusi Eksekutif Utusan Melayu,344,Aziz letak jawatan pengerusi eksekutif Utusan selepas 6 bulan,tidak setuju
81,Datuk Abd Aziz Sheikh Fadzir tidak letak jawatan Pengerusi Eksekutif Utusan Melayu,345,Bekas ahli Parlimen Abd Aziz letak jawatan pengerusi eksekutif Utusan,tidak setuju
82,Datuk Abd Aziz Sheikh Fadzir letak jawatan Pengerusi Eksekutif Utusan Melayu,346,Abdul Aziz letak jawatan Pengerusi Eksekutif Utusan Melayu UMMB,setuju
82,Datuk Abd Aziz Sheikh Fadzir letak jawatan Pengerusi Eksekutif Utusan Melayu,347,"Turut diumumkan ialah peletakan jawatan Pengerusi Eksekutif, Datuk Abd Aziz Sheikh Fadzir.",setuju
82,Datuk Abd Aziz Sheikh Fadzir letak jawatan Pengerusi Eksekutif Utusan Melayu,348,Abd Aziz yang juga bekas Ahli Parlimen Kulim-Bandar Bahru meletak jawatan kerana komitmen perniagaan peribadi.,setuju
82,Datuk Abd Aziz Sheikh Fadzir letak jawatan Pengerusi Eksekutif Utusan Melayu,349,Aziz letak jawatan pengerusi eksekutif Utusan selepas 6 bulan,setuju
82,Datuk Abd Aziz Sheikh Fadzir letak jawatan Pengerusi Eksekutif Utusan Melayu,350,Bekas ahli Parlimen Abd Aziz letak jawatan pengerusi eksekutif Utusan,setuju
83,Wan Ahmad Rudirman tidak dilantik CEO Terengganu Inc,351,"Terengganu Incorporated Sdn Bhd melantik Dr Wan Ahmad Rudirman Wan Razak sebagai Ketua Pegawai Eksekutif Kumpulan, berkuat kuasa 1 Januari 2017.",tidak setuju
83,Wan Ahmad Rudirman tidak dilantik CEO Terengganu Inc,352,Dr Wan Ahmad Rudirman CEO Baharu Terengganu ,tidak setuju
84,Wan Ahmad Rudirman dilantik CEO Terengganu Inc,353,"Terengganu Incorporated Sdn Bhd melantik Dr Wan Ahmad Rudirman Wan Razak sebagai Ketua Pegawai Eksekutif Kumpulan, berkuat kuasa 1 Januari 2017.",setuju
84,Wan Ahmad Rudirman dilantik CEO Terengganu Inc,354,Dr Wan Ahmad Rudirman CEO Baharu Terengganu ,setuju
85,Zainuddin Maidin tidak meninggal dunia,355,Zainuddin Maidin meninggal dunia,tidak setuju
85,Zainuddin Maidin tidak meninggal dunia,356,Zainuddin Maidin selamat dikebumi di Tanah Perkuburan Islam,tidak setuju
85,Zainuddin Maidin tidak meninggal dunia,357,Zainuddin Maidin dirawat di ICU,berkaitan
85,Zainuddin Maidin tidak meninggal dunia,358,Zainuddin Maidin dilaporkan kritikal,berkaitan
85,Zainuddin Maidin tidak meninggal dunia,359,Jenazah Zainuddin Maidin dibawa pulang ke Putrajaya,tidak setuju
86,Zainuddin Maidin meninggal dunia,360,Zainuddin Maidin meninggal dunia,setuju
86,Zainuddin Maidin meninggal dunia,361,Zainuddin Maidin selamat dikebumi di Tanah Perkuburan Islam,setuju
86,Zainuddin Maidin meninggal dunia,362,Zainuddin Maidin dirawat di ICU,berkaitan
86,Zainuddin Maidin meninggal dunia,363,Zainuddin Maidin dilaporkan kritikal,berkaitan
86,Zainuddin Maidin meninggal dunia,364,Jenazah Zainuddin Maidin dibawa pulang ke Putrajaya,setuju
87,Mohamad Hasan berperanan sebagai Naib Timbalan Pengerusi BN,365,"Timbalan Presiden UMNO, Datuk Seri Mohamad Hasan kini turut memainkan peranan sebagai Pengerusi Barisan Nasional (BN)",tidak setuju
87,Mohamad Hasan berperanan sebagai Naib Timbalan Pengerusi BN,366,"Ahli-ahli UMNO kini amat mengharapkan sentuhan Timbalan Presiden parti, Datuk Seri Mohamad Hasan setelah diberi peranan menjalankan tugas-tugas Presiden UMNO.",tidak setuju
87,Mohamad Hasan berperanan sebagai Naib Timbalan Pengerusi BN,367,"Timbalan Presiden UMNO, Datuk Seri Mohamad Hasan",berkaitan
88,Mohamad Hasan kini berperanan sebagai Pengerusi BN,368,"Timbalan Presiden UMNO, Datuk Seri Mohamad Hasan kini turut memainkan peranan sebagai Pengerusi Barisan Nasional (BN)",setuju
88,Mohamad Hasan kini berperanan sebagai Pengerusi BN,369,"Ahli-ahli UMNO kini amat mengharapkan sentuhan Timbalan Presiden parti, Datuk Seri Mohamad Hasan setelah diberi peranan menjalankan tugas-tugas Presiden UMNO.",setuju
88,Mohamad Hasan kini berperanan sebagai Pengerusi BN,370,"Timbalan Presiden UMNO, Datuk Seri Mohamad Hasan",berkaitan
89,Khairy Jamaluddin Ketua Pemuda UMNO,371,"bekas Ketua Pemuda UMNO, Khairy Jamaluddin menerima teguran pemimpin partinya sendiri",tidak setuju
89,Khairy Jamaluddin Ketua Pemuda UMNO,372,"selaku bekas ketua Pergerakan Pemuda Umno, Khairy  Jamaluddin",tidak setuju
89,Khairy Jamaluddin Ketua Pemuda UMNO,373,"Bekas ketua pemuda Umno, Khairy Jamaludin Abu Bakar menempelak kenyataan Datuk Seri Najib Razak",tidak setuju
90,Khairy Jamaluddin bekas Ketua Pemuda UMNO,374,"bekas Ketua Pemuda UMNO, Khairy Jamaluddin menerima teguran pemimpin partinya sendiri",setuju
90,Khairy Jamaluddin bekas Ketua Pemuda UMNO,375,"selaku bekas ketua Pergerakan Pemuda Umno, Khairy  Jamaluddin",setuju
90,Khairy Jamaluddin bekas Ketua Pemuda UMNO,376,"Bekas ketua pemuda Umno, Khairy Jamaludin Abu Bakar menempelak kenyataan Datuk Seri Najib Razak",setuju
91,Syed Saddiq Syed Abdul Rahman bukan Ketua Angkatan Bersatu Anak Muda (Armada),377,"Angkatan Bersatu Anak Muda (ARMADA) Parti Pribumi Bersatu Malaysia (BERSATU) Selangor menegaskan akan teguh menyokong Ketuanya, Syed Saddiq Syed Abdul Rahman",tidak setuju
91,Syed Saddiq Syed Abdul Rahman bukan Ketua Angkatan Bersatu Anak Muda (Armada),378,"Ketua Angkatan Bersatu Anak Muda (Armada), Syed Saddiq Syed Abdul Rahman menyokong desakan supaya Menteri di Jabatan Perdana Menteri, P. Waytha Moorthy meletakkan jawatan ",berkaitan
91,Syed Saddiq Syed Abdul Rahman bukan Ketua Angkatan Bersatu Anak Muda (Armada),379,"Ketua Angkatan Bersatu Anak Muda (Armada), Syed Saddiq Syed Abdul Rahman ",tidak setuju
92,Syed Saddiq Syed Abdul Rahman merupakan Ketua Angkatan Bersatu Anak Muda (Armada),380,"Angkatan Bersatu Anak Muda (ARMADA) Parti Pribumi Bersatu Malaysia (BERSATU) Selangor menegaskan akan teguh menyokong Ketuanya, Syed Saddiq Syed Abdul Rahman",setuju
92,Syed Saddiq Syed Abdul Rahman merupakan Ketua Angkatan Bersatu Anak Muda (Armada),381,"Ketua Angkatan Bersatu Anak Muda (Armada), Syed Saddiq Syed Abdul Rahman menyokong desakan supaya Menteri di Jabatan Perdana Menteri, P. Waytha Moorthy meletakkan jawatan ",berkaitan
92,Syed Saddiq Syed Abdul Rahman merupakan Ketua Angkatan Bersatu Anak Muda (Armada),382,"Ketua Angkatan Bersatu Anak Muda (Armada), Syed Saddiq Syed Abdul Rahman ",setuju
93,"Timbalan Perdana Menteri, P Ramasamy",383,isu Timbalan Ketua  Menteri 11 Prof P. Ramasamy yang dikaitkan dengan dakwaan mempunyai kaitan dengan Harimau Pembebasan Tamil (LTTE).,tidak setuju
93,"Timbalan Perdana Menteri, P Ramasamy",384,"Timbalan Ketua Menteri II Pulau Pinang, P Ramasamy ",tidak setuju
94,"Timbalan Ketua Menteri II, P Ramasamy",385,isu Timbalan Ketua  Menteri 11 Prof P. Ramasamy yang dikaitkan dengan dakwaan mempunyai kaitan dengan Harimau Pembebasan Tamil (LTTE).,setuju
94,"Timbalan Ketua Menteri II, P Ramasamy",386,"Timbalan Ketua Menteri II Pulau Pinang, P Ramasamy ",setuju
95,Artis Korea Diharam Buat Persembahan Di Malaysia Berkuatkuasa 2020,387,"Menteri Komunikasi dan Multimedia Malaysia, YB Gobind Singh Deo menafikan bahawa beliau melarang artis kpop ke Malaysia.",tidak setuju
95,Artis Korea Diharam Buat Persembahan Di Malaysia Berkuatkuasa 2021,388,YB Gobind Singh Deo tidak pernah memberi penyataan mengenai Artis Korea Diharam Buat Persembahan Di Malaysia,tidak setuju
95,Artis Korea Diharam Buat Persembahan Di Malaysia Berkuatkuasa 2022,389,Mana ada kerajaan haramkan artis K-Pop - Gobind,tidak setuju
96,Artis Korea Diharam Buat Persembahan Di Malaysia Berkuatkuasa 2020 adalah palsu,390,"Menteri Komunikasi dan Multimedia Malaysia, YB Gobind Singh Deo menafikan bahawa beliau melarang artis kpop ke Malaysia.",setuju
96,Artis Korea Diharam Buat Persembahan Di Malaysia Berkuatkuasa 2020 adalah palsu,391,YB Gobind Singh Deo tidak pernah memberi penyataan mengenai Artis Korea Diharam Buat Persembahan Di Malaysia,setuju
96,Artis Korea Diharam Buat Persembahan Di Malaysia Berkuatkuasa 2020 adalah palsu,392,Mana ada kerajaan haramkan artis K-Pop - Gobind,setuju
97,Sultan Selangor Dan Sultan Johor Hadir Ke Himpunan ICERD,393,D.Y.M.M. Sultan Selangor kesal dan dukacita dengan kenyataan yang tersebar di media sosial dan menafikan bahawa Sultan johor pemangku sultan pahang sultan Selangor turun Himpunan ICERD bersama anak Melayu Bumiputera,tidak setuju
97,Sultan Selangor Dan Sultan Johor Hadir Ke Himpunan ICERD,394,Sultan johor pemangku sultan pahang sultan Selangor tidak turun terlibat dalam Himpunan ICERD,tidak setuju
97,Sultan Selangor Dan Sultan Johor Hadir Ke Himpunan ICERD,395,Tiada kaitan Himpunan ICERD dengan Sultan Selangor,tidak setuju
97,Sultan Selangor Dan Sultan Johor Hadir Ke Himpunan ICERD,396,Sultan Selangor kesal dikaitkan dengan Himpunan ICERD,tidak setuju
98,Sultan Selangor Dan Sultan Johor Tidak Pernah Hadir Ke Himpunan ICERD,397,D.Y.M.M. Sultan Selangor kesal dan dukacita dengan kenyataan yang tersebar di media sosial dan menafikan bahawa Sultan johor pemangku sultan pahang sultan Selangor turun Himpunan ICERD bersama anak Melayu Bumiputera,setuju
98,Sultan Selangor Dan Sultan Johor Tidak Pernah Hadir Ke Himpunan ICERD,398,Sultan johor pemangku sultan pahang sultan Selangor tidak turun terlibat dalam Himpunan ICERD,setuju
98,Sultan Selangor Dan Sultan Johor Tidak Pernah Hadir Ke Himpunan ICERD,399,Tiada kaitan Himpunan ICERD dengan Sultan Selangor,setuju
98,Sultan Selangor Dan Sultan Johor Tidak Pernah Hadir Ke Himpunan ICERD,400,Sultan Selangor kesal dikaitkan dengan Himpunan ICERD,setuju
99,straw minuman tidak diharamkan,401,"Berkuat kuasa 1 Januari hadapan, penggunaan penyedut minuman plastik akan diharamkan di semua premis perniagaan menjual makanan dan minuman bagi mengurangkan pencemaran berasaskan plastik dan memulihara alam sekitar.",tidak setuju
99,straw minuman tidak diharamkan,402,Penyedut minuman plastik diharam,tidak setuju
99,straw minuman tidak diharamkan,403,Straw bakal diharamkan di England,tidak berkaitan
